ID,SchYear,State,Sport,Boys_Schools,Girls_Schools,Boys_Participation,Girls_Participation
44011,2015/2016,WI,Football -- 6-player,0,0,0,0
44012,2015/2016,WI,Football -- 8-player,21,0,414,0
44013,2015/2016,WI,Football -- 9-player,0,0,0,0
44014,2015/2016,WI,Golf,362,154,5441,1878
44015,2015/2016,WI,Gymnastics,0,79,0,1296
44016,2015/2016,WI,Heptathlon,0,0,0,0
44017,2015/2016,WI,Ice Hockey,89,33,2548,763
44018,2015/2016,WI,Judo,0,0,0,0
44019,2015/2016,WI,Kayaking,0,0,0,0
44020,2015/2016,WI,Lacrosse,0,0,0,0
44021,2015/2016,WI,Mixed 6-Coed Volleyball,0,0,0,0
44022,2015/2016,WI,Mt. Biking,0,0,0,0
44023,2015/2016,WI,Native Youth Olympics,0,0,0,0
44024,2015/2016,WI,None,0,0,0,0
44025,2015/2016,WI,Pentathlon,0,0,0,0
44026,2015/2016,WI,Riflery,0,0,0,0
44027,2015/2016,WI,Rodeo,0,0,0,0
44028,2015/2016,WI,RUGBY,0,0,0,0
44029,2015/2016,WI,Rythmic Gymnastics,0,0,0,0
44030,2015/2016,WI,sailing,0,0,0,0
44031,2015/2016,WI,Skiing -- Alpine,0,0,0,0
44032,2015/2016,WI,Skiing -- Cross Country,0,0,0,0
44033,2015/2016,WI,Snowboarding,0,0,0,0
44034,2015/2016,WI,Soccer,272,253,10322,9070
44035,2015/2016,WI,Soft Tennis,0,0,0,0
44036,2015/2016,WI,Softball -- Fast Pitch,0,429,0,9831
44037,2015/2016,WI,Softball -- Slow Pitch,0,0,0,0
44038,2015/2016,WI,Surfing,0,0,0,0
44039,2015/2016,WI,Swimming & Diving,112,137,2394,3606
44040,2015/2016,WI,Synchronized Swimming,0,0,0,0
44041,2015/2016,WI,Team Tennis,0,0,0,0
44042,2015/2016,WI,Tennis,185,203,4443,5676
44043,2015/2016,WI,Track and Field -- Indoor,0,0,0,0
44044,2015/2016,WI,Track and Field -- Outdoor,433,430,14158,11371
44045,2015/2016,WI,Volleyball,54,471,1615,15046
44046,2015/2016,WI,Water Polo,0,0,0,0
44047,2015/2016,WI,Weight Lifting,0,0,0,0
44048,2015/2016,WI,Wrestling,333,0,6667,0
44049,2015/2016,WV,Adapted Basketball,0,0,0,0
44050,2015/2016,WV,Adapted Bowling,0,0,0,0
44051,2015/2016,WV,Adapted Floor Hockey,0,0,0,0
44052,2015/2016,WV,Adapted Soccer,0,0,0,0
44053,2015/2016,WV,Adapted Softball,0,0,0,0
44054,2015/2016,WV,Adapted Track,0,0,0,0
44055,2015/2016,WV,Air Riflery,0,0,0,0
44056,2015/2016,WV,Archery,0,0,0,0
44057,2015/2016,WV,Adapted Bocce - Indoor,0,0,0,0
44058,2015/2016,WV,Adapted Volleyball,0,0,0,0
44059,2015/2016,WV,Badminton,0,0,0,0
44060,2015/2016,WV,Baseball,124,0,2832,0
44061,2015/2016,WV,Basketball,122,124,3181,2164
44062,2015/2016,WV,Bowling,0,0,0,0
44063,2015/2016,WV,Competitive Spirit Squad,,106,,1975
44064,2015/2016,WV,Crew,0,0,0,0
44065,2015/2016,WV,Cross Country,93,89,985,829
44066,2015/2016,WV,Canoe Paddling,0,0,0,0
44067,2015/2016,WV,Bocce - Outdoor,0,0,0,0
44068,2015/2016,WV,Cycling,0,0,0,0
44069,2015/2016,WV,DANCE,0,0,0,0
44070,2015/2016,WV,"Dance Team, High Kick",0,0,0,0
44071,2015/2016,WV,"Dance Team, Jazz",0,0,0,0
44072,2015/2016,WV,Dance/Drill,0,0,0,0
44073,2015/2016,WV,Decathlon,0,0,0,0
44074,2015/2016,WV,Drill Team,0,0,0,0
44075,2015/2016,WV,Equestrian,0,0,0,0
44076,2015/2016,WV,Fencing,0,0,0,0
44077,2015/2016,WV,Field Hockey,0,0,0,0
44078,2015/2016,WV,Flag Football,0,0,0,0
44079,2015/2016,WV,Football -- 11-Player,107,0,6005,0
44080,2015/2016,WV,Football -- 6-player,0,0,0,0
44081,2015/2016,WV,Football -- 8-player,0,0,0,0
44082,2015/2016,WV,Football -- 9-player,0,0,0,0
44083,2015/2016,WV,Golf,89,,917,
44084,2015/2016,WV,Gymnastics,0,0,0,0
44085,2015/2016,WV,Heptathlon,0,0,0,0
44086,2015/2016,WV,Ice Hockey,0,0,0,0
44087,2015/2016,WV,Judo,0,0,0,0
44088,2015/2016,WV,Kayaking,0,0,0,0
44089,2015/2016,WV,Lacrosse,0,0,0,0
44090,2015/2016,WV,Mixed 6-Coed Volleyball,0,0,0,0
44091,2015/2016,WV,Mt. Biking,0,0,0,0
44092,2015/2016,WV,Native Youth Olympics,0,0,0,0
44093,2015/2016,WV,None,0,0,0,0
44094,2015/2016,WV,Pentathlon,0,0,0,0
44095,2015/2016,WV,Riflery,0,0,0,0
44096,2015/2016,WV,Rodeo,0,0,0,0
44097,2015/2016,WV,RUGBY,0,0,0,0
44098,2015/2016,WV,Rythmic Gymnastics,0,0,0,0
44099,2015/2016,WV,sailing,0,0,0,0
44100,2015/2016,WV,Skiing -- Alpine,0,0,0,0
44101,2015/2016,WV,Skiing -- Cross Country,0,0,0,0
44102,2015/2016,WV,Snowboarding,0,0,0,0
44103,2015/2016,WV,Soccer,70,64,1902,1789
44104,2015/2016,WV,Soft Tennis,0,0,0,0
44105,2015/2016,WV,Softball -- Fast Pitch,0,122,0,2327
44106,2015/2016,WV,Softball -- Slow Pitch,0,0,0,0
44107,2015/2016,WV,Surfing,0,0,0,0
44108,2015/2016,WV,Swimming & Diving,48,49,424,638
44109,2015/2016,WV,Synchronized Swimming,0,0,0,0
44110,2015/2016,WV,Team Tennis,0,0,0,0
44111,2015/2016,WV,Tennis,78,79,643,937
44112,2015/2016,WV,Track and Field -- Indoor,0,0,0,0
44113,2015/2016,WV,Track and Field -- Outdoor,120,118,3107,2714
44114,2015/2016,WV,Volleyball,0,108,0,2390
44115,2015/2016,WV,Water Polo,0,0,0,0
44116,2015/2016,WV,Weight Lifting,0,0,0,0
44117,2015/2016,WV,Wrestling,99,3,1500,3
44118,2015/2016,ME,Adapted Basketball,0,0,0,0
44119,2015/2016,ME,Adapted Bowling,0,0,0,0
44120,2015/2016,ME,Adapted Floor Hockey,0,0,0,0
44121,2015/2016,ME,Adapted Soccer,0,0,0,0
44122,2015/2016,ME,Adapted Softball,0,0,0,0
44123,2015/2016,ME,Adapted Track,0,0,0,0
44124,2015/2016,ME,Air Riflery,0,0,0,0
44125,2015/2016,ME,Archery,0,0,0,0
44126,2015/2016,ME,Adapted Bocce - Indoor,0,0,0,0
44127,2015/2016,ME,Adapted Volleyball,0,0,0,0
44128,2015/2016,ME,Badminton,1,1,12,4
44129,2015/2016,ME,Baseball,131,9,3304,22
44130,2015/2016,ME,Basketball,137,138,3550,2826
44131,2015/2016,ME,Bowling,5,5,36,17
44132,2015/2016,ME,Competitive Spirit Squad,26,80,37,1134
44133,2015/2016,ME,Crew,2,2,13,20
44134,2015/2016,ME,Cross Country,104,103,1282,1082
44135,2015/2016,ME,Canoe Paddling,1,1,11,7
44136,2015/2016,ME,Bocce - Outdoor,0,0,0,0
44137,2015/2016,ME,Cycling,0,0,0,0
44138,2015/2016,ME,DANCE,0,0,0,0
44139,2015/2016,ME,"Dance Team, High Kick",0,0,0,0
44140,2015/2016,ME,"Dance Team, Jazz",0,0,0,0
44141,2015/2016,ME,Dance/Drill,0,0,0,0
44142,2015/2016,ME,Decathlon,2,1,7,5
44143,2015/2016,ME,Drill Team,0,0,0,0
44144,2015/2016,ME,Equestrian,0,1,0,1
44145,2015/2016,ME,Fencing,0,0,0,0
44146,2015/2016,ME,Field Hockey,0,82,0,2184
44147,2015/2016,ME,Flag Football,0,0,0,0
44148,2015/2016,ME,Football -- 11-Player,84,9,3663,25
44149,2015/2016,ME,Football -- 6-player,0,0,0,0
44150,2015/2016,ME,Football -- 8-player,0,0,0,0
44151,2015/2016,ME,Football -- 9-player,0,0,0,0
44152,2015/2016,ME,Golf,100,55,1075,126
44153,2015/2016,ME,Gymnastics,0,1,0,3
44154,2015/2016,ME,Heptathlon,0,0,0,0
44155,2015/2016,ME,Ice Hockey,65,48,1138,423
44156,2015/2016,ME,Judo,0,0,0,0
44157,2015/2016,ME,Kayaking,0,0,0,0
44158,2015/2016,ME,Lacrosse,50,51,1773,1413
44159,2015/2016,ME,Mixed 6-Coed Volleyball,0,0,0,0
44160,2015/2016,ME,Mt. Biking,1,0,5,0
44161,2015/2016,ME,Native Youth Olympics,0,0,0,0
44162,2015/2016,ME,None,0,0,0,0
44163,2015/2016,ME,Pentathlon,0,0,0,0
44164,2015/2016,ME,Riflery,3,2,40,18
44165,2015/2016,ME,Rodeo,0,0,0,0
44166,2015/2016,ME,RUGBY,0,0,0,0
44167,2015/2016,ME,Rythmic Gymnastics,0,0,0,0
44168,2015/2016,ME,sailing,2,3,18,24
44169,2015/2016,ME,Skiing -- Alpine,43,42,313,255
44170,2015/2016,ME,Skiing -- Cross Country,36,40,284,296
44171,2015/2016,ME,Snowboarding,1,0,10,0
44172,2015/2016,ME,Soccer,133,138,4175,3633
44173,2015/2016,ME,Soft Tennis,0,0,0,0
44174,2015/2016,ME,Softball -- Fast Pitch,0,128,0,2740
44175,2015/2016,ME,Softball -- Slow Pitch,0,0,0,0
44176,2015/2016,ME,Surfing,0,0,0,0
44177,2015/2016,ME,Swimming & Diving,60,62,654,957
44178,2015/2016,ME,Synchronized Swimming,0,0,0,0
44179,2015/2016,ME,Team Tennis,85,92,1174,1429
44180,2015/2016,ME,Tennis,0,0,0,0
44181,2015/2016,ME,Track and Field -- Indoor,69,69,1466,1345
44182,2015/2016,ME,Track and Field -- Outdoor,109,108,2802,2615
44183,2015/2016,ME,Volleyball,6,38,49,812
44184,2015/2016,ME,Water Polo,0,0,0,0
44185,2015/2016,ME,Weight Lifting,2,2,38,13
44186,2015/2016,ME,Wrestling,58,36,701,89
44256,2015/2016,AK,Adapted Basketball,0,0,0,0
44257,2015/2016,AK,Adapted Bowling,0,0,0,0
44258,2015/2016,AK,Adapted Floor Hockey,0,0,0,0
44259,2015/2016,AK,Adapted Soccer,0,0,0,0
44260,2015/2016,AK,Adapted Softball,0,0,0,0
44261,2015/2016,AK,Adapted Track,0,0,0,0
44262,2015/2016,AK,Air Riflery,0,0,0,0
44263,2015/2016,AK,Archery,0,0,0,0
44264,2015/2016,AK,Adapted Bocce - Indoor,0,0,0,0
44265,2015/2016,AK,Adapted Volleyball,0,0,0,0
44266,2015/2016,AK,Badminton,0,0,0,0
44267,2015/2016,AK,Baseball,30,8,713,12
44268,2015/2016,AK,Basketball,271,271,2095,1730
44269,2015/2016,AK,Bowling,7,7,71,56
44270,2015/2016,AK,Competitive Spirit Squad,17,30,33,264
44271,2015/2016,AK,Crew,0,0,0,0
44272,2015/2016,AK,Cross Country,114,114,1246,822
44273,2015/2016,AK,Canoe Paddling,0,0,0,0
44274,2015/2016,AK,Bocce - Outdoor,0,0,0,0
44275,2015/2016,AK,Cycling,0,0,0,0
44276,2015/2016,AK,DANCE,2,2,2,27
44277,2015/2016,AK,"Dance Team, High Kick",0,0,0,0
44278,2015/2016,AK,"Dance Team, Jazz",0,0,0,0
44279,2015/2016,AK,Dance/Drill,2,2,2,27
44280,2015/2016,AK,Decathlon,0,0,0,0
44281,2015/2016,AK,Drill Team,2,2,2,27
44282,2015/2016,AK,Equestrian,0,0,0,0
44283,2015/2016,AK,Fencing,0,0,0,0
44284,2015/2016,AK,Field Hockey,0,0,0,0
44285,2015/2016,AK,Flag Football,1,12,1,530
44286,2015/2016,AK,Football -- 11-Player,32,8,2005,23
44287,2015/2016,AK,Football -- 6-player,0,0,0,0
44288,2015/2016,AK,Football -- 8-player,0,0,0,0
44289,2015/2016,AK,Football -- 9-player,0,0,0,0
44290,2015/2016,AK,Golf,0,0,0,0
44291,2015/2016,AK,Gymnastics,1,8,1,78
44292,2015/2016,AK,Heptathlon,0,0,0,0
44293,2015/2016,AK,Ice Hockey,25,24,580,87
44294,2015/2016,AK,Judo,0,0,0,0
44295,2015/2016,AK,Kayaking,0,0,0,0
44296,2015/2016,AK,Lacrosse,0,0,0,0
44297,2015/2016,AK,Mixed 6-Coed Volleyball,86,86,313,747
44298,2015/2016,AK,Mt. Biking,0,0,0,0
44299,2015/2016,AK,Native Youth Olympics,0,0,0,0
44300,2015/2016,AK,None,0,0,0,0
44301,2015/2016,AK,Pentathlon,0,0,0,0
44302,2015/2016,AK,Riflery,15,15,163,125
44303,2015/2016,AK,Rodeo,0,0,0,0
44304,2015/2016,AK,RUGBY,0,0,0,0
44305,2015/2016,AK,Rythmic Gymnastics,0,0,0,0
44306,2015/2016,AK,sailing,0,0,0,0
44307,2015/2016,AK,Skiing -- Alpine,0,0,0,0
44308,2015/2016,AK,Skiing -- Cross Country,22,22,397,380
44309,2015/2016,AK,Snowboarding,0,0,0,0
44310,2015/2016,AK,Soccer,38,38,1005,955
44311,2015/2016,AK,Soft Tennis,0,0,0,0
44312,2015/2016,AK,Softball -- Fast Pitch,2,28,2,639
44313,2015/2016,AK,Softball -- Slow Pitch,0,0,0,0
44314,2015/2016,AK,Surfing,0,0,0,0
44315,2015/2016,AK,Swimming & Diving,31,31,396,450
44316,2015/2016,AK,Synchronized Swimming,0,0,0,0
44317,2015/2016,AK,Team Tennis,0,0,0,0
44318,2015/2016,AK,Tennis,17,17,217,214
44319,2015/2016,AK,Track and Field -- Indoor,0,0,0,0
44320,2015/2016,AK,Track and Field -- Outdoor,51,51,1305,922
44321,2015/2016,AK,Volleyball,1,39,6,1201
44322,2015/2016,AK,Water Polo,0,0,0,0
44323,2015/2016,AK,Weight Lifting,0,0,0,0
44324,2015/2016,AK,Wrestling,103,103,1469,200
44325,2015/2016,FL,Adapted Basketball,0,0,0,0
44326,2015/2016,FL,Adapted Bowling,0,0,0,0
44327,2015/2016,FL,Adapted Floor Hockey,0,0,0,0
44328,2015/2016,FL,Adapted Soccer,0,0,0,0
44329,2015/2016,FL,Adapted Softball,0,0,0,0
44330,2015/2016,FL,Adapted Track,0,0,2,2
44331,2015/2016,FL,Air Riflery,0,0,0,0
44332,2015/2016,FL,Archery,0,0,0,0
44333,2015/2016,FL,Adapted Bocce - Indoor,0,0,0,0
44334,2015/2016,FL,Adapted Volleyball,0,0,0,0
44335,2015/2016,FL,Badminton,0,0,0,0
44336,2015/2016,FL,Baseball,601,0,19126,5
44337,2015/2016,FL,Basketball,670,631,17499,11376
44338,2015/2016,FL,Bowling,176,199,1386,1609
44339,2015/2016,FL,Competitive Spirit Squad,0,233,298,5386
44340,2015/2016,FL,Crew,0,0,0,0
44341,2015/2016,FL,Cross Country,563,560,8172,7729
44342,2015/2016,FL,Canoe Paddling,0,0,0,0
44343,2015/2016,FL,Bocce - Outdoor,0,0,0,0
44344,2015/2016,FL,Cycling,0,0,0,0
44345,2015/2016,FL,DANCE,0,0,0,0
44346,2015/2016,FL,"Dance Team, High Kick",0,0,0,0
44347,2015/2016,FL,"Dance Team, Jazz",0,0,0,0
44348,2015/2016,FL,Dance/Drill,0,0,0,0
44349,2015/2016,FL,Decathlon,0,0,0,0
44350,2015/2016,FL,Drill Team,0,0,0,0
44351,2015/2016,FL,Equestrian,0,0,0,0
44352,2015/2016,FL,Fencing,0,0,0,0
44353,2015/2016,FL,Field Hockey,0,0,0,0
44354,2015/2016,FL,Flag Football,0,245,0,7460
44355,2015/2016,FL,Football -- 11-Player,537,0,42262,46
44356,2015/2016,FL,Football -- 6-player,0,0,0,0
44357,2015/2016,FL,Football -- 8-player,0,0,0,0
44358,2015/2016,FL,Football -- 9-player,0,0,0,0
44359,2015/2016,FL,Golf,486,438,4191,2513
44360,2015/2016,FL,Gymnastics,0,0,0,0
44361,2015/2016,FL,Heptathlon,0,0,0,0
44362,2015/2016,FL,Ice Hockey,0,0,0,0
44363,2015/2016,FL,Judo,0,0,0,0
44364,2015/2016,FL,Kayaking,0,0,0,0
44365,2015/2016,FL,Lacrosse,187,167,6854,5094
44366,2015/2016,FL,Mixed 6-Coed Volleyball,0,0,0,0
44367,2015/2016,FL,Mt. Biking,0,0,0,0
44368,2015/2016,FL,Native Youth Olympics,0,0,0,0
44369,2015/2016,FL,None,0,0,0,0
44370,2015/2016,FL,Pentathlon,0,0,0,0
44371,2015/2016,FL,Riflery,0,0,0,0
44372,2015/2016,FL,Rodeo,0,0,0,0
44373,2015/2016,FL,RUGBY,0,0,0,0
44374,2015/2016,FL,Rythmic Gymnastics,0,0,0,0
44375,2015/2016,FL,sailing,0,0,0,0
44376,2015/2016,FL,Skiing -- Alpine,0,0,0,0
44377,2015/2016,FL,Skiing -- Cross Country,0,0,0,0
44378,2015/2016,FL,Snowboarding,0,0,0,0
44379,2015/2016,FL,Soccer,556,536,16178,15902
44380,2015/2016,FL,Soft Tennis,0,0,0,0
44381,2015/2016,FL,Softball -- Fast Pitch,0,559,0,12638
44382,2015/2016,FL,Softball -- Slow Pitch,0,0,0,0
44383,2015/2016,FL,Surfing,0,0,0,0
44384,2015/2016,FL,Swimming & Diving,437,439,6851,8093
44385,2015/2016,FL,Synchronized Swimming,0,0,0,0
44386,2015/2016,FL,Team Tennis,0,0,0,0
44387,2015/2016,FL,Tennis,485,493,5037,5561
44388,2015/2016,FL,Track and Field -- Indoor,0,0,0,0
44389,2015/2016,FL,Track and Field -- Outdoor,572,566,17695,15542
44390,2015/2016,FL,Volleyball,159,635,2591,17423
44391,2015/2016,FL,Water Polo,73,71,1216,1156
44392,2015/2016,FL,Weight Lifting,239,241,5010,5390
44393,2015/2016,FL,Wrestling,380,0,8297,295
44394,2015/2016,WA,Adapted Basketball,0,0,0,0
44395,2015/2016,WA,Adapted Bowling,0,0,0,0
44396,2015/2016,WA,Adapted Floor Hockey,0,0,0,0
44397,2015/2016,WA,Adapted Soccer,0,0,0,0
44398,2015/2016,WA,Adapted Softball,0,0,0,0
44399,2015/2016,WA,Adapted Track,0,0,0,0
44400,2015/2016,WA,Air Riflery,0,0,0,0
44401,2015/2016,WA,Archery,0,0,0,0
44402,2015/2016,WA,Adapted Bocce - Indoor,0,0,0,0
44403,2015/2016,WA,Adapted Volleyball,0,0,0,0
44404,2015/2016,WA,Badminton,0,0,0,0
44405,2015/2016,WA,Baseball,337,0,8780,0
44406,2015/2016,WA,Basketball,383,385,11155,7839
44407,2015/2016,WA,Bowling,0,82,0,1207
44408,2015/2016,WA,Competitive Spirit Squad,0,0,0,0
44409,2015/2016,WA,Crew,0,0,0,0
44410,2015/2016,WA,Cross Country,322,315,6268,4192
44411,2015/2016,WA,Canoe Paddling,0,0,0,0
44412,2015/2016,WA,Bocce - Outdoor,0,0,0,0
44413,2015/2016,WA,Cycling,0,0,0,0
44414,2015/2016,WA,DANCE,0,0,0,0
44415,2015/2016,WA,"Dance Team, High Kick",0,0,0,0
44416,2015/2016,WA,"Dance Team, Jazz",0,0,0,0
44417,2015/2016,WA,Dance/Drill,0,0,0,0
44418,2015/2016,WA,Decathlon,0,0,0,0
44419,2015/2016,WA,Drill Team,0,0,0,0
44420,2015/2016,WA,Equestrian,0,0,0,0
44421,2015/2016,WA,Fencing,0,0,0,0
44422,2015/2016,WA,Field Hockey,0,0,0,0
44423,2015/2016,WA,Flag Football,0,0,0,0
44424,2015/2016,HI,Adapted Basketball,0,0,0,0
44425,2015/2016,HI,Adapted Bowling,0,0,0,0
44426,2015/2016,HI,Adapted Floor Hockey,0,0,0,0
44427,2015/2016,HI,Adapted Soccer,0,0,0,0
44428,2015/2016,HI,Adapted Softball,0,0,0,0
44429,2015/2016,HI,Adapted Track,8,8,30,20
44430,2015/2016,HI,Air Riflery,41,43,532,469
44431,2015/2016,HI,Archery,0,0,0,0
44432,2015/2016,HI,Adapted Bocce - Indoor,0,0,0,0
44433,2015/2016,HI,Adapted Volleyball,0,0,0,0
44434,2015/2016,WA,Football -- 11-Player,237,0,21164,0
44435,2015/2016,WA,Football -- 6-player,0,0,0,0
44436,2015/2016,WA,Football -- 8-player,38,0,583,0
44437,2015/2016,WA,Football -- 9-player,0,0,0,0
44438,2015/2016,WA,Golf,289,279,2957,2178
44439,2015/2016,WA,Gymnastics,0,89,0,1427
44440,2015/2016,WA,Heptathlon,0,0,0,0
44441,2015/2016,WA,Ice Hockey,0,0,0,0
44442,2015/2016,WA,Judo,0,0,0,0
44443,2015/2016,WA,Kayaking,0,0,0,0
44444,2015/2016,WA,Lacrosse,0,0,0,0
44445,2015/2016,WA,Mixed 6-Coed Volleyball,0,0,0,0
44446,2015/2016,WA,Mt. Biking,0,0,0,0
44447,2015/2016,WA,Native Youth Olympics,0,0,0,0
44448,2015/2016,WA,None,0,0,0,0
44449,2015/2016,WA,Pentathlon,0,0,0,0
44450,2015/2016,WA,Riflery,0,0,0,0
44451,2015/2016,WA,Rodeo,0,0,0,0
44452,2015/2016,WA,RUGBY,0,0,0,0
44453,2015/2016,WA,Rythmic Gymnastics,0,0,0,0
44454,2015/2016,HI,Badminton,0,0,0,0
44455,2015/2016,HI,Baseball,62,0,1774,0
44456,2015/2016,HI,Basketball,65,64,1719,1333
44457,2015/2016,HI,Bowling,49,49,448,470
44458,2015/2016,HI,Competitive Spirit Squad,19,49,48,802
44459,2015/2016,HI,Crew,0,0,0,0
44460,2015/2016,HI,Cross Country,67,66,1208,856
44461,2015/2016,HI,Canoe Paddling,0,0,0,0
44462,2015/2016,HI,Bocce - Outdoor,0,0,0,0
44463,2015/2016,HI,Cycling,0,0,0,0
44464,2015/2016,HI,DANCE,0,0,0,0
44465,2015/2016,HI,"Dance Team, High Kick",0,0,0,0
44466,2015/2016,HI,"Dance Team, Jazz",0,0,0,0
44467,2015/2016,HI,Dance/Drill,0,0,0,0
44468,2015/2016,HI,Decathlon,0,0,0,0
44469,2015/2016,HI,Drill Team,0,0,0,0
44470,2015/2016,HI,Equestrian,0,0,0,0
44471,2015/2016,HI,Fencing,0,0,0,0
44472,2015/2016,HI,Field Hockey,0,0,0,0
44473,2015/2016,HI,Flag Football,0,0,0,0
44474,2015/2016,WA,sailing,0,0,0,0
44475,2015/2016,WA,Skiing -- Alpine,0,0,0,0
44476,2015/2016,WA,Skiing -- Cross Country,0,0,0,0
44477,2015/2016,WA,Snowboarding,0,0,0,0
44478,2015/2016,WA,Soccer,290,290,9770,8515
44479,2015/2016,WA,Soft Tennis,0,0,0,0
44480,2015/2016,WA,Softball -- Fast Pitch,0,320,0,6932
44481,2015/2016,WA,Softball -- Slow Pitch,0,0,0,0
44482,2015/2016,WA,Surfing,0,0,0,0
44483,2015/2016,WA,Swimming & Diving,161,178,3113,3969
44484,2015/2016,HI,Football -- 11-Player,56,13,4508,19
44485,2015/2016,HI,Football -- 6-player,0,0,0,0
44486,2015/2016,HI,Football -- 8-player,6,1,123,1
44487,2015/2016,HI,Football -- 9-player,0,0,0,0
44488,2015/2016,HI,Golf,53,52,401,226
44489,2015/2016,HI,Gymnastics,0,0,0,0
44490,2015/2016,HI,Heptathlon,0,0,0,0
44491,2015/2016,HI,Ice Hockey,0,0,0,0
44492,2015/2016,HI,Judo,48,44,737,520
44493,2015/2016,HI,Kayaking,12,8,87,111
44494,2015/2016,HI,Lacrosse,0,0,0,0
44495,2015/2016,HI,Mixed 6-Coed Volleyball,0,0,0,0
44496,2015/2016,HI,Mt. Biking,0,0,0,0
44497,2015/2016,HI,Native Youth Olympics,0,0,0,0
44498,2015/2016,HI,None,0,0,0,0
44499,2015/2016,HI,Pentathlon,0,0,0,0
44500,2015/2016,HI,Riflery,0,0,0,0
44501,2015/2016,HI,Rodeo,0,0,0,0
44502,2015/2016,HI,RUGBY,0,0,0,0
44503,2015/2016,HI,Rythmic Gymnastics,0,0,0,0
44504,2015/2016,WA,Synchronized Swimming,0,0,0,0
44505,2015/2016,WA,Team Tennis,0,0,0,0
44506,2015/2016,WA,Tennis,241,261,4803,7001
44507,2015/2016,WA,Track and Field -- Indoor,0,0,0,0
44508,2015/2016,WA,Track and Field -- Outdoor,360,363,12873,9907
44509,2015/2016,WA,Volleyball,0,389,0,9627
44510,2015/2016,WA,Water Polo,0,0,0,0
44511,2015/2016,WA,Weight Lifting,0,0,0,0
44512,2015/2016,WA,Wrestling,285,216,6570,1184
44513,2015/2016,HI,sailing,0,0,0,0
44514,2015/2016,HI,Skiing -- Alpine,0,0,0,0
44515,2015/2016,HI,Skiing -- Cross Country,0,0,0,0
44516,2015/2016,HI,Snowboarding,0,0,0,0
44517,2015/2016,HI,Soccer,63,63,1833,1697
44518,2015/2016,HI,Soft Tennis,13,13,88,162
44519,2015/2016,HI,Softball -- Fast Pitch,0,57,0,1453
44520,2015/2016,HI,Softball -- Slow Pitch,0,0,0,0
44521,2015/2016,HI,Surfing,5,4,53,15
44522,2015/2016,HI,Swimming & Diving,58,60,663,852
44523,2015/2016,HI,Synchronized Swimming,0,0,0,0
44524,2015/2016,HI,Team Tennis,63,63,697,795
44525,2015/2016,HI,Tennis,60,62,641,863
44526,2015/2016,HI,Track and Field -- Indoor,0,0,0,0
44527,2015/2016,HI,Track and Field -- Outdoor,63,63,2206,1584
44528,2015/2016,HI,Volleyball,63,70,1530,2034
44529,2015/2016,HI,Water Polo,9,41,155,660
44530,2015/2016,HI,Weight Lifting,0,0,0,0
44531,2015/2016,HI,Wrestling,58,56,1107,538
44532,2015/2016,MI,Adapted Basketball,0,0,0,0
44533,2015/2016,MI,Adapted Bowling,3,3,19,16
44534,2015/2016,MI,Adapted Floor Hockey,0,0,0,0
44535,2015/2016,MI,Adapted Soccer,0,0,0,0
44536,2015/2016,MI,Adapted Softball,0,0,0,0
44537,2015/2016,MI,Adapted Track,0,0,0,0
44538,2015/2016,MI,Air Riflery,0,0,0,0
44539,2015/2016,MI,Archery,14,14,193,173
44540,2015/2016,MI,Adapted Bocce - Indoor,0,0,0,0
44541,2015/2016,MI,Adapted Volleyball,0,0,0,0
44542,2015/2016,MI,Badminton,0,0,0,0
44543,2015/2016,MI,Baseball,635,0,18173,6
44544,2015/2016,MI,Basketball,728,653,21509,15573
44545,2015/2016,MI,Bowling,369,350,3853,3054
44546,2015/2016,MI,Competitive Spirit Squad,0,336,0,7062
44547,2015/2016,MI,Crew,22,23,630,574
44548,2015/2016,MI,Cross Country,615,597,9252,8405
44549,2015/2016,MI,Canoe Paddling,0,0,0,0
44550,2015/2016,MI,Bocce - Outdoor,0,0,0,0
44551,2015/2016,MI,Cycling,0,0,0,0
44552,2015/2016,MI,DANCE,10,114,22,1796
44553,2015/2016,MI,"Dance Team, High Kick",0,0,0,0
44554,2015/2016,MI,"Dance Team, Jazz",0,0,0,0
44555,2015/2016,MI,Dance/Drill,3,13,66,187
44556,2015/2016,MI,Decathlon,0,0,0,0
44557,2015/2016,MI,Drill Team,0,0,0,0
44558,2015/2016,MI,Equestrian,52,148,123,825
44559,2015/2016,MI,Fencing,0,0,0,0
44560,2015/2016,MI,Field Hockey,0,29,0,977
44561,2015/2016,MI,Flag Football,6,3,145,177
44562,2015/2016,MI,Football -- 11-Player,595,0,38500,92
44563,2015/2016,MI,Football -- 6-player,0,0,0,0
44564,2015/2016,MI,Football -- 8-player,47,0,927,1
44565,2015/2016,MI,Football -- 9-player,0,0,0,0
44566,2015/2016,MI,Golf,497,334,6197,3534
44567,2015/2016,MI,Gymnastics,0,67,0,638
44568,2015/2016,MI,Heptathlon,0,0,0,0
44569,2015/2016,MI,Ice Hockey,227,27,3346,359
44570,2015/2016,MI,Judo,0,0,0,0
44571,2015/2016,MI,Kayaking,0,0,0,0
44572,2015/2016,MI,Lacrosse,137,97,4948,2779
44573,2015/2016,MI,Mixed 6-Coed Volleyball,0,0,0,0
44574,2015/2016,MI,Mt. Biking,0,0,0,0
44575,2015/2016,MI,Native Youth Olympics,0,0,0,0
